id	label	sentence1	sentence2
8384	0	花呗分期怎么在淘宝买鞋子	我说的是花呗分期怎么开通
8385	0	我花呗都是按时还款怎么额度不提升	当天还款花呗额度当天会不会上长
8386	0	我达到什么进度可以蚂蚁借呗	蚂蚁借呗借提到银行卡什么时候到账
8387	1	怎样关掉我的花呗	我不需花呗要关闭
8388	0	怎么看借呗额度	我怎么查询蚂蚁借呗额度
8389	0	点击花呗提前结清没反应	花呗如何提前还结清
8390	0	逾期后我还能用花呗吗	花呗逾期后还款能用了吗
8391	0	蚂蚁借呗没及时还款还能还吗	蚂蚁借呗还有多少钱未还
8392	1	借呗可以推迟几天吗	借呗推迟两天还可以么
8393	0	花呗花呗收款	能收款花呗
8394	0	为什么我花呗，不能分期	花呗不能分期
8395	1	退款金额回到花呗，但是还款金额不变是怎么回事	退款***，可是花呗还款里面还有这个钱怎么回事
8396	0	查看附近可以使用花呗权限超市	超市买东西，可以用花呗吗
8397	0	为什么我还花呗钱还要手续费	我每个月都按时还花呗，但是出的手续费是什么
8398	0	借呗活动奖品说明	最近蚂蚁借呗活动
8399	0	怎么提高花呗额度	为什么我的花呗就不能提额
8400	0	花呗具体还款计划	花呗，还款什么意思
8401	1	我想申请一下晚几天还花呗吗	我的花呗可以延期还款吗
8402	0	花呗能一次还清吗	花呗账单分期怎样一次还清
8403	0	为什么我用花呗只能扫一次	付款扫了一次码为什么会扣两笔花呗
8404	0	找不到怎么开通花呗	我是不是开通了花呗
8405	1	花呗学历怎么完善	花呗完善学历里没有我的学校
8406	0	我的帐户有开通花呗功能吗	花呗关闭再开通有什么损失吗
8407	0	在哪里进入主动提升蚂蚁借呗	要在哪里才能看到蚂蚁借呗的额度
8408	0	为什么我之前可以用借呗现在又用不了了	蚂蚁借呗为什么用不得
8409	1	我的借呗额度，怎么没有了	蚂蚁借呗为什么没有额度
8410	0	花呗余额剩***为什么分期不了	为什么淘宝花呗分期不可使用
8411	0	我的花呗为啥沒有	没有花呗没有呀
8412	1	花呗可以透支好多	花呗可以透支的
8413	0	蚂蚁借呗按期还款怎么还	借呗还款怎么修改
8414	0	我的借呗怎么只能分***期的	借呗为什么能分***期
8415	1	花呗验证码还发到旧手机号码怎么办	手机号码己改过来了，但是怎么还花呗还要以前手机号
8416	0	花呗返现怎么还没有返现	蚂蚁花呗返现卡
8417	0	浙江省人民医院可不可以用花呗	聊城人民医院能用花呗吗
8418	0	么我的账户是不能用花呗了吗	要想用花呗
8419	0	花呗消费已申请退款，为什么花呗里面还是需要还款	我的花呗在退款之前就还清了，现在退款，款项为什么又还花呗了
8420	1	花呗可以连着两月申请分期嘛	花呗已经申请分期了一次之后还可以再分期吗
8421	0	另一个支付宝怎么没显示花呗在哪	花呗怎么开通
8422	1	怎么开通借呗	现在我的情况可以开通借呗吗
8423	0	如果对方不接受花呗就不能用	我的花呗还款不能用
8424	0	我为什么不能开通花呗	无法开通花呗
8425	1	借呗的钱没有打到银行卡 却显示已到账	蚂蚁借呗显示成功，但四小时过去了没到银行卡
8426	1	蚂蚁借呗，有没有年龄限制	借呗有年龄要求吗
8427	0	花呗现在不能交水电费了吗	花呗怎么缴不了电费啦
8428	1	蚂蚁借呗还款会有提醒	蚂蚁借呗还款短信要通知吗
8429	0	花呗分期怎么查还款时间	花呗全部未还款怎么查询
8430	0	网商贷是什么	网商贷安全可靠吗
8431	0	给我查一下我借呗有没有提额申请	我借呗四月就开了可到现在一毛钱额度都没有 我现在申请额度
8432	1	为什么我要开通信用卡和花呗收款，显示我不符合条件	我的账户不符合开通花呗和信用卡收款的条件是怎么回事
8433	0	蚂蚁借呗还款可以在绑定银行卡上扣款吗	借呗会从绑定支付宝的那张银行卡里面自动还款嘛
8434	0	花呗不能扫码加油了吗	花呗加油不
8435	0	信用卡花呗服务费是干嘛的	扣了信用卡的钱干嘛花呗也被扣
8436	1	为什么我的不能使用提高蚂蚁借呗额度	什么情况可以提蚂蚁借呗的额度
8437	0	借呗可不可以下月还	这两三个月可能借呗还不起款
8438	0	除了蚂蚁借呗可以贷款什么还可以带	借呗还款***怎么只可以借***
8439	0	花呗领的优惠券没有到账	***月份的花呗消费，***月份退款，没有到账
8440	1	借呗分期还款后 额度没有恢复	怎么我的蚂蚁借呗还款了没有恢复额度
8441	1	借呗为什么今天中午没扣款	借呗还款为什么没有自动扣款
8442	0	支付宝上定的酒店可以用花呗不	酒店可以使用花呗么
8443	1	我九号还款，可我十号才发工资，可以推迟一天吗	花呗可以推迟六天还款
8444	0	花呗分期只能使用一次吗	花呗分期一个月只能一次
8445	0	花呗违约但是还钱了还是不能用	花呗恢复额度了，不能用显示
8446	0	蚂蚁借呗借款日和还款日	蚂蚁借呗还款日一直固定
8447	0	我上次用的花呗给自动还了	我把花呗交易关`闭了，钱早己自动还花呗，怎么还扣我的钱
8448	0	提前还款就会导致借呗冻结	蚂蚁借呗提前还款扣手续费吗
8449	1	花呗分期需要短信验证码吗	花呗付款需要短信验证码吗
8450	1	借呗有还款日吗	借呗还还款日
8451	1	借呗不到账怎么回事	我借呗***怎么没有到账
8452	0	我的借呗额度怎样提升	我想要给蚂蚁借呗提升额度
8453	0	花呗分期付款，可以重新选择一次性付清吗	花呗分期的能一次性还清吗
8454	0	借呗 能到期一起还吗	借呗可以***期还款吗
8455	0	还到花呗的钱能用吗	这个月，花呗还能不能用
8456	0	蚂蚁借呗还款算法	哪里还借呗
8457	0	商户开通了花呗支付 但提示无法支付	我现在怎么申请不了开通花呗支付
8458	0	借呗分完期钱没还完还能分期吗	每月借呗可以分期还款吗
8459	1	取消设置花呗为首付方式	设置的付款首选花呗怎么改过来
8460	0	怎么开通花呗	对这个就是开通花呗的账号，绑定的手机号
8461	1	什么主动申请借呗	申请通过蚂蚁借呗
8462	0	我用蚂蚁借呗还款银行卡有钱可以吗	我在蚂蚁借呗借的钱现在把本金和手续费还了还要还剩余期数的利息吗
8463	0	我的口碑收款码为什么用花呗支付不了了	我的口碑可不可以用花呗付款
8464	1	这个月***号用花呗，什么时候还款	我这个月要是用花呗那我还款是这个月九号还还是下个月还
8465	1	蚂蚁借呗怎么分期只能借款最多***个月	蚂蚁借呗怎么只能借***个月啦
8466	1	为什么不让用蚂蚁花呗	花呗还是不能用
8467	0	但是为什么这个月的花呗账单中还有那笔交易	为什么花呗里面还是没钱
8468	0	为什么在口碑无法使用蚂蚁花呗	个人账号怎么用蚂蚁花呗
8469	1	借呗本期提前还，到期还会自动扣吗	蚂蚁借呗分期第一个月提前还款到还款日还会扣款么
8470	0	怎么更改花呗收款绑定号码	蚂蚁借呗更换收款账怎么更换
8471	0	花呗没有转到余额宝	借呗的钱可以存到余额宝么
8472	0	花呗 可用于唯品会吗	大型百货店可以用花呗吗
8473	0	借呗还款期限收到限制	***日借呗还款日期
8474	1	花呗分期还款的利息怎么算	花呗分期购提前还款收不收手续费
8475	0	花呗让他人帮还可以吗	花呗可以使用邮政储蓄卡还款吗
8476	1	借呗还款后能恢复借呗吗	蚂蚁借呗的额度不能恢复么
8477	1	密付对方能用花呗付款嘛	花呗怎么密付
8478	1	借呗钱没到账 但钱显示的已到账	我从借呗上借钱没有到账怎么办
8479	1	怎么才能解决花呗冻结	我花呗被冻结了怎么解冻
8480	0	花呗完善学历可是没毕业院校怎么填	花呗补充学历信息，初中毕业怎么添
8481	0	为什么不能用花呗收钱	花呗为什么无法使用
8482	0	申请借呗需要什么质料	主动申请蚂蚁借呗需要什么资料
8483	0	借呗还完以后还能开通吗	我想开通借呗.可以吗
8484	0	借呗还款是自动扣吗	借呗还款是在哪里自动扣的
8485	0	为什么我的花呗跟借呗不能试用	我的花呗用不了
8486	1	花呗自动扣款还有手续费吗	用花呗设置了自动还款有手续费么
8487	1	可以关掉花呗人脸识别吗	怎么把花呗提额的人脸识别关闭
8488	0	蚂蚁花呗怎么不好收款	商家码不能花呗收款
8489	0	花呗临时额度部分可以分期付款吗	为什么我花呗是临时额度
8490	1	蚂蚁花呗能在华润万家用吗	能在实体店花花呗吗
8491	0	把钱给我退到花呗上	退到花呗里钱是直接还花呗吗
8492	1	花呗付款 交易成功后退货退款 退回花呗 为什么下月还要花呗还款	为什么金额退回还要还花呗
8493	0	借呗我现在可以分期吗	借呗分期可以***期吗
8494	0	这里是支付宝客服小二，的	很少用支付宝
8495	0	除了借呗还有其他借贷吗	个人网贷与借呗有关系吗
8496	0	借呗的钱一次全部可以还完嘛	借呗分期提前可以多还嘛
8497	0	借呗在哪里找到	花呗在哪里购物
8498	1	首次用借呗，不是说有***现金红包吗	借呗的现金红包
8499	0	因为我***号不能用花呗	花呗功能开着 但是不用它付款
8500	0	借呗分期到时间了怎么没扣款	借呗到了还款日最晚什么时候扣费
8501	1	我的借呗怎么跟我取消了	为什么把蚂蚁借呗的信用额度取消了
8502	1	花呗怎么的看借款总金额	怎样看花呗总需还款额
8503	0	花呗***号到期 ***号还回影响我的蚂蚁积分嘛	蚂蚁积分的使用回影响借呗吗
8504	0	花呗能交取暖费	交电费 可以用花呗吗
8505	0	我的借呗 为什么只有，***和***个月选择	为什么借呗是***个月，怎么选择
8506	0	花呗有微贷逾期	花呗逾期一天
8507	1	分期还花呗会影响芝麻分的提升吗	花呗分期会降低蚂蚁信用吗
8508	0	我的花呗账单还完了吧	吧我用花呗付款的清单给我看一下
8509	1	借呗可以用吗	借呗能借吗
8510	0	花呗临时额度不会弄	花呗的零时额度有什么区别
8511	0	花呗分期付款全部结清后额度会恢复吗	花呗总额度如何恢复
8512	0	总么申请蚂蚁借呗	蚂蚁借呗可以申请
8513	0	花呗什么时候再开通呀	可以查到什么时候开通花呗的吗
8514	1	蚂蚁借呗最多分期时间	蚂蚁借呗最多能接多少个月
8515	1	花呗可以用小额 不能分期	我的花呗怎么不能分期
8516	0	网商贷和借呗不能同时存在	蚂蚁借呗和网商贷有区别
8517	1	借呗借款不了怎么办	蚂蚁借呗怎么接不到钱了
8518	1	有没有支持花呗付款的q币充值	花呗可以充qq币么
8519	1	花呗代扣功能	花呗怎样自动代扣
8520	0	花呗有什么用吗	经常用花呗有什么用
8521	1	开通借呗了 为什么申请的时候说今天申请人数比较多明天来	借呗申请额度怎么总是说今天人多 明天早点申请
8522	0	双十二花呗能有临时额度么	花呗***没有临时额度吗
8523	0	花呗分期以后可不可以提前还清所有欠款	分期你花呗可以提前全部还清吗
8524	1	借呗到期后需要主动还款还是系统自动还款	蚂蚁借呗还款是自动还，还是手动
8525	1	我没逾期怎么花呗无法使用	我花呗没逾期，正常还款为什么不给我用了
8526	0	花呗逾期后还了款，无法使用，该如何才能恢复	怎样才能恢复花呗使用
8527	1	花呗显示 当前交易不支持花呗支付	该交易不支持花呗付款
8528	0	花呗收款只能一次	没什么花呗支付只能用一次
8529	0	恢复借呗借款	借呗提前还款之后多久恢复额度
8530	1	借呗逾期了可以延期吗	借呗逾期可以宽限几天
8531	0	为什么借呗不能先息后本还	借呗怎么不能分***期还咯
8532	0	花呗分期付款的苹果手机	在淘宝用花呗分期付款是怎么回事
8533	1	为什么借呗给我封了	蚂蚁借呗为什么冻结
8534	0	蚂蚁借呗，昨天到还款日忘了还款，今天还款，影响信誉不	收付金额受限，会影响蚂蚁借呗的还款吗
8535	0	为什么我的借呗又封了	怎么借呗被封了
8536	0	支付宝改了手机号码。花呗短信也改了吗	支付宝手机号更改了用不了花呗
8537	1	用微信可以还花呗欠款吗	可以用微信支付花呗账单吗
8538	0	为什么册除不掉花呗	花呗历史怎么删除
8539	0	花呗临时额度到期要全还么	我想了解花呗临时额度
8540	1	花呗还款逾期怎么处理	我的花呗逾期快两个月了怎么办
8541	0	我的借呗还清后咋没额度了	借呗还完了 再借的时候为什么信用额度低
8542	1	我的花呗今天怎么还款	我怎么还，花呗
8543	1	我用花呗的钱用作共享单车的押金，这个月我还钱了，昨天我退了押金，现在钱去哪里了	用花呗支付，退款的钱去哪里了
8544	1	花呗还还款时有一笔退款还未到账，怎么办	花呗还款了怎么还没到账
8545	1	最久花呗冻结是多久	蚂蚁花呗解冻大概需要多久
8546	0	不能用蚂蚁花呗了吗	花呗现实中能用吗
8547	0	花呗分期的额度是需要总的钱吗	分期花呗里面卖的手机是新的吗
8548	0	我的花呗怎么开通不了	花呗开通有什么不好
8549	1	银行卡扣钱了 但是花呗没有还上	我银行卡扣了***啦，花呗为什么应还款没减
8550	1	花呗能调还款日期吗	花呗账单可以改还款日吗
8551	0	蚂蚁借呗逾期一天会影响我的芝麻分么	借呗逾期几天回影响芝麻分
8552	0	蚂蚁借呗能提前分期还款吗	蚂蚁借呗借款分了三期，可以提前一次性还清吗
8553	1	我的花呗最后还款日能修改吗	更改花呗还款日期
8554	0	不是***号才自动还的吗	花呗里设置的自动还款程序可以取消吗
8555	0	我被暂停使用花呗了，怎么办	我的花呗停止使用了吗
8556	0	花呗手动还款	花呗自动还土沟
8557	0	但是我腿之前，已经银行卡还了花呗了，我现在没有收到这个退款	退款是花呗，我不知道
8558	1	花呗分期付款 付了第一期 还能有钱用吗	花呗分期付款还可以继续使用吗
8559	0	蚂蚁借呗的钱能买房	蚂蚁借呗十二期
8560	0	借呗可反复借款吗	蚂蚁借借呗还款后还能借吗
8561	0	蚂蚁借呗借款三万提示操作有风险	蚂蚁借呗怎么提示有风险
8562	1	借呗还款日可以改动吗	借呗的还款日设置
8563	0	花呗购买的商品已经退款了，但是退款没有收到，花呗的还款期马上就要到了，怎么办	我用花呗买了鞋 鞋买回来觉得不合适就退货了 怎么没收到退款
8564	0	退款花呗还扣手续费	未收到货，花呗中的手续费会退回吗
8565	0	是不是我的花呗逾期了所以不能开通借呗	怎么我花呗额度挺高了借呗还是不能开通
8566	0	我就想用花呗支付，能提升额度	为什么用花呗付不了款
8567	1	用花呗交的小黄车押金怎么退款	我用的花呗用的小黄车如何退押金
8568	0	花呗还款了怎么还有负面	花呗的余付款怎么能还上
8569	1	查询蚂蚁花呗账单	花呗欠款总额查询
8570	0	我的花呗为什么有笔账单	怎么我用了花呗付款，然后没有账单
8571	1	我花呗被冻结了，什么时候才可以再次使用	花呗被冻结多久可以正常使用
8572	0	我的意思是说我之前用花呗买的东西，但是我已经把钱还给了花呗，但是现在我不要了，如果把钱退到花呗，那这个多的钱我怎么从花呗拿出来	我现在的花呗花的只是我在淘宝上的东西的，你把我所有还款记录以及我所有花呗消费发给我
8573	0	花呗，多少钱	多少分才可以永花呗
8574	0	如何改蚂蚁花呗的还款日期	花呗还款银行卡更改
8575	1	借呗提前还款会不会影响额度提升	借呗提前还款对信用或额度有影响吗
8576	1	我的花呗怎么开开通不了	花呗开通不了是哪个条件不符合
8577	0	为什么我的花呗收钱码只能收***元	我的收款码花呗支付为什么最高只能收***块
8578	0	花呗识别人像	花呗识别脸部失败
8579	0	怎么开通花呗和信用卡渠道	花呗要信用卡嘛
8580	0	开通花呗不用不会不要紧吧	开通花呗不使用它会不会扣钱
8581	0	花呗临时额额	双***没有临时额度花呗
8582	1	花呗付款后怎么申请退款	花呗买完东西之后退款
8583	1	怎么我的花呗还用不了	怎么用不了花呗
8584	1	我刚刚花呗里交错话费了	我刚才用花呗交了个话费交错了
8585	0	假如这月我有退款那我花呗应还款金额是不是要把退款金额给去掉	我花呗还款这个月金额怎么不对
8586	0	用花呗买不了票	花呗怎么不能买机票了
8587	0	用花呗买了火车票，到第二个月还钱了，然后再退票了，钱会回到哪里	我买的火车票退款了还是到花呗这里面有没有影响
8588	1	我这个支付宝账户有开通花呗吗	我这的花呗开通了吗
8589	0	借呗申请完未用过有影响吗	借呗逾期半个月有影响吗
8590	0	我的借呗今天的还款账单是多少钱	我要看借呗还款账单
8591	0	花呗能自助开通吗	要达到什么消费才能开通花呗
8592	0	我的花呗临时额度到期啦，是不是必须立马还	花呗临时额度哪天还
8593	1	为什么蚂蚁花呗用不了	为什么不能使用花呗支付
8594	0	花呗临时额度，到期后能分期吗	分期能一次花呗
8595	0	我不想使用花呗怎么关闭，不小心按错了	我想关闭花呗，但是在上面找不到设置，我花呗钱，我已经反馈过去了，怎么关闭
8596	0	花呗返现是怎么	花呗返现卡是什么
8597	1	卖家已经开通了花呗收款，买家也有花呗怎么支付不了	商家开通了花呗，我也有花呗， 额度也够，那为什么付款不能使用花呗呀
8598	0	这个借呗为什么本金越还越多	借呗提前只能还本金
8599	1	我花呗是多少额度	我的支付宝现在开通花呗额度是多少
8600	0	蚂蚁借呗想开通	蚂蚁借呗为什么不给我借
8601	0	为什么我的花呗不会长	为什么我的花呗涨了一次后就不涨了
8602	0	花呗额度成了负数还能继续用吗	花呗用的钱超过额度了
8603	1	借呗还完为什么还说有负面记录未处理	借呗还款了为什么负面记录还提醒
8604	0	话费自动充值可以用花呗代扣吗	代扣是用花呗上面的钱吗
8605	0	说我换支付宝的蚂蚁花呗的钱还要换信用卡的钱是吗	为什么用支付宝支付的时候不能用信用卡和花呗
8606	0	为什么借呗不能提额度	我的借呗是什么时候给我提的额度
8607	0	借呗今天是还款日了，什么时候才扣分期款	借呗还款日到了什么时候扣款
8608	0	我借呗借钱，提前还款利息可以少吗	按月借款比如六个月，如果提前还款利息是怎样计算的
8609	0	抽奖得的花呗立减	支付宝花呗立减
8610	0	借呗什么时候还款算逾期	借呗逾期多久
8611	0	双十一红包能和花呗组合使用吗	花呗可以和其他付款方式一起使用吗
8612	1	主动关闭花呗，是否以后都不能再开启	花呗关闭后还能再次开通嘛
8613	1	积分兑换花呗免息券怎么样的	悦换花呗免息劵
8614	0	花呗我怎么刷脸认证不可以用	花呗认证不了脸
8615	0	为什么我花呗还款以后未结清账单	花呗我没用 怎么叫我还款
8616	0	我的花呗怎么不用	怎么显示花呗不好用
8617	1	花呗那钱什么还	花呗花完怎么还款
8618	1	还花呗 微信怎么还	问花呗可以微信还款吗
8619	0	我用零钱买的，为什么点了一下确认收。零钱也没了，花呗里也要还钱，是什么意思，不明白	我用花呗购买商品时已经付了款。。我还款了。。就刚刚我打开淘宝时看见没确定收货。我按了收货又要还款。这是什么意思
8620	0	花呗分期后付清	花呗分期，后来一次还清吗
8621	0	收钱码 不能用花呗	收钱码开通了花呗不能用
8622	0	我使用花呗冲话费充错号码了怎么办	我用花呗，充值话费，号码冲错了，能返还吗
8623	0	我今天吧所有花呗分期款都还清了	我只需要还花呗的钱就行了
8624	0	怎取消花呗	花呗可以取消分期不
8625	0	开通信用卡花呗收款码，之前的收款码还能用吗	收钱码能说花呗的钱吗
8626	0	借呗免息期	借呗逾期记录
8627	0	支付宝收钱码花呗信用卡收钱限额怎么办	花呗信用卡收款二维码从扫
8628	0	借呗总是提示我有风险	使用蚂蚁借呗显示风险
8629	1	花呗收款暂不符合开通条件是怎么回事	为什么暂时不能开通商家花呗收款
8630	1	我开了花呗，怎么不能收款	蚂蚁花呗收款已经开通了，为啥还是用不了
8631	1	怎样切换账号登录花呗	怎么可以切换花呗
8632	0	之前花呗买的黄桃罐头查不到物流	花呗里面买的食品在哪查物流
8633	0	为什么借呗提前还款了，到还款日还需要还款	借呗提前还款当月还要还吗
8634	0	你不是说，一个人只能一个支付宝开通花呗的嘛	本来我用支付宝付款，自动到花呗的，很烦人
8635	0	我的款已扣过，为什么还要还，我要退出花呗	为什么花呗退款了还要还款
8636	0	蚂蚁花呗一次能收多少钱	花呗最多一天能消费多少
8637	0	我花呗还凊了，还能用吗	我花呗还能用么
8638	0	花呗 被另一个支付宝账号开通了	花呗显示另一个账号开通，可账号不用了怎么办
8639	1	借呗借款会在余额宝扣吗	在蚂蚁借呗借的钱还款日当天余额宝会自动扣款吗
8640	0	我的花呗可以分期购物	我的花呗额度是***可以分期购物吗
8641	1	我借呗昨晚***点多借。为何还没有到账	蚂蚁借呗为何没有到账
8642	1	网商是不是相当于借呗	网商贷蚂蚁借呗是一种吗
8643	0	花呗能否调到***	花呗额度能降到 ***元吗
8644	0	商户如何开通蚂蚁花呗	蚂蚁花呗查不出
8645	0	花呗是当天逾期么	花呗有逾期，这个问题严重么
8646	0	我在网上买的这个票后面退掉了，这个花呗的钱还算吗	飞猪用花呗购买火车票，然后不需要了但是花呗已经还钱了，那么我飞猪退的钱该怎么还我
8647	0	为什么我的蚂蚁借呗存在风险	花呗提现存在风险怎么办
8648	1	花呗扣款可以在余额宝里面自动扣吗	花呗自动扣款是从余额宝扣吧
8649	0	花呗还款在当天还就好了么	怎么调整花呗还款方式
8650	0	话费充值显示花呗用不了	充话费为什么现在不能用花呗了
8651	0	花呗上确定收货后 淘宝上也会确定收货吗	花呗任务淘宝购物确认收货后才需确认吗
8652	0	我刚退款到了花呗里，也没看到有呀	没没没没看花呗有多出的余额呀
8653	0	为什么花呗绑定卡了，还不能用，还让绑定	我的蚂蚁花呗为什用不了，积分也够
8654	0	开通花呗第一回用不用还款	不买东西不用花呗不用还款吧
8655	0	蚂蚁借呗还款了为什么还是显示逾期	支付宝借呗还款已经成功显示还是逾期
8656	1	点美团用了花呗，最后因为关闭交易退款，为什么退款了，我下个月还款里还有这个钱	花呗退款成功了，为什么下个月还要还这笔钱
8657	0	花呗跟借呗都不能用了，对吗	不需要，永久不需要借呗
8658	0	为什么我花呗可用额度为负***	我提前还款为什么花呗可用额度没有变
8659	0	余额宝怎么还不了花呗	怎么花呗还可用不了
8660	1	花呗已经分期过一会了还可以分期了么	现在花呗分期还可以再分期
8661	0	为什么要还的花呗金额增高	为什么我的花呗额度万年***元
8662	1	怎么邀请别人用借呗	如何邀请别人用借呗
8663	0	买同一张火车票用花呗付了两笔款，为什么会扣两次款	使用花呗买火车票之后，退票后还款花呗，再次买票，又退款
8664	0	我现在我的借呗可以还吗	蚂蚁借呗可以取现金嘛
8665	1	借呗还款是哪天	我的借呗还款日几号
8666	1	为什么有人借呗日利率***我的是***	为什么有的人借呗利率是万三，而我是万五
8667	0	淘宝在哪里登入支付宝账号使用花呗	我的花呗在另外一个支付宝账号登录怎么办
8668	0	确认收货多少天算入花呗	确认收货后怎么算入花呗
8669	0	蚂蚁借呗可以停掉么	蚂蚁借呗为什么给我关掉了
8670	0	我用花呗买的火车票现在退票了，钱怎么算	我在花呗买的火车票在窗口都已退票怎么***个工作日
8671	1	怎么回事会停了借呗	借呗怎么给关闭了
8672	1	花呗分期还款后还会按日利息算吗	花呗分期还款会有利息么
8673	0	已经绑定银行卡了，为什么还是不能用花呗	花呗已经绑定了银行卡 为什么还是用不了
8674	0	花呗只能是用一个号码吗	花呗是不是只能淘宝用
8675	0	花呗没有花过***多这么多钱	我都没怎么用花呗怎么差这么多
8676	0	网商贷和借呗同时开	网商贷和借呗换
8677	0	中国农业银行信用卡花呗支付	农业银行信用卡支持蚂蚁借呗还款么
8678	0	冻结了花呗	花呗还会被冻结吗
8679	0	可以用支付宝花呗还信用卡吗	花呗可以用于还信用卡嘛
8680	1	花呗最大信用额多少	花呗最高额度是多少
8681	1	借呗还清后能关掉吗	怎麼关掉借呗
8682	0	花呗购买基金	用借呗的钱去买基金
8683	1	花呗这个月分了期，没还清，下个月还可以分期吗	花呗分期两次还可以再分期吗
8684	1	为什么我借呗手机收不到短信	为什么蚂蚁借呗申请借款收不到校验码
8685	0	开通了花呗不使用要扣费	花呗一开通 是每个月都能使用花呗了吗
8686	1	花呗额度怎么转到现有的账户	我另外一个账号有花呗，怎么转到这个账号开
8687	1	十一月份的花呗为什么***月份还	花呗 我***月份的订单 为什么在***月份了
8688	1	怎么把蚂蚁借呗升级为网商贷	怎么变回网商贷
8689	0	花呗年度总消费	花呗消费全在淘宝消费总额内的吗
8690	0	能查询属的蚂蚁借呗的欠款吗	查询借呗总额的
8691	1	有花呗为什么不显示额度	花呗额度怎么没了
8692	0	手机更新后，以前的蚂蚁借呗怎么消失了	我的蚂蚁借吧怎么消失不见了
8693	1	蚂蚁借呗不能提前还一期的吗	蚂蚁借呗分期的钱可以提前一次行还清吗
8694	0	我一共用花呗多少钱	最少花呗额度多少
8695	1	为什么现在借呗分期只有六个月而已了	为什么借呗日期只能是***个月或者***个月
8696	0	蚂蚁借呗为何只能借六个月	蚂蚁借呗只能六个月吗
8697	1	花呗账单为什么没用详细记录	花呗账单没显示
8698	0	去哪里看花呗账单	花呗账单怎么看的
8699	0	蚂蚁花呗里面的余额可以花吗	花呗可以超额制度吗
8700	0	为什么没有花呗额度的	为什么没有花呗，绑卡了也没有
8701	0	为什么我申请信用卡和花呗，老是提示不符合	信用卡与花呗收款为什么不符合条件
8702	0	***.***什么时候能开通花呗	逾期的花呗还完之后什么时候能用
8703	0	什么情况下花呗额度降低	花呗额度怎么降低了
8704	0	客户花呗扫码可以一次有多少	花呗怎么不可以扫码了
8705	1	为什么我的就不可以借呗	为么我开通不了蚂蚁借呗
8706	0	这个月发生的，分期后，下个月，才还款	我这月花呗还款总额和明细，对不上
8707	1	如何查看余额宝自动还款蚂蚁花呗	怎么设置余额宝每月自动还花呗帐单
8708	1	花呗临时额度怎么得	临时提取花呗怎么办
8709	0	花呗您的安全未通过	花呗安全验正
8710	0	需要多少额度才能开通花呗	花呗多少号提升额度
8711	1	开通花呗，显示另一个账户已开通	花呗提示让我用另一个账号登陆使用
8712	0	花呗关闭后，再开启里面的余额还是一样吗	花呗关闭后再开通能否提升额度
8713	1	为什么我还花呗额度不变	我意思是 我刚才还款了 为什么我的花呗额度还是不变
8714	0	如何跟换使用花呗的支付宝	两个支付宝号如何更换花呗使用权
8715	0	蚂蚁借呗不用申请额度吗	蚂蚁借呗会不会自动收回
8716	1	花呗临时额度可以用花呗分期吗	花呗临时额度也能分期还款吗
8717	1	请联系人工客服为我解答	你是人工服务吗
8718	0	花呗不可在口碑使用了吗	花呗在饭店吃饭可以用吗
8719	1	我想注销蚂蚁花呗的账户	蚂蚁花呗可以注销
8720	0	花呗分期是要取消了吗	借呗分期再次分期了可以取消吗
8721	1	花呗让我绑定银行卡 怎么绑定不了	为什么花呗无法绑定银行卡
8722	1	花呗额度要达到多少才能分期付款	花呗分期得多少钱
8723	1	蚂蚁借呗 还款后额度没恢复	借呗还款之后为什么没有恢复额度
8724	1	花呗逾期还清后还可以使用吗	你。 我蚂蚁花呗逾期了。现在还清了。现在可以用吗
8725	1	网商贷和借唄的区别	网商贷 和借呗有区别吗
8726	0	我是商家，如何开通蚂蚁花呗，就是买家购买我的商品可以使用花呗支付	现在花呗提示我不够权限，下个月就又可以开通了，这些反复的这怎么样
8727	0	我退款了，为什么花呗没显示	我这个在淘宝上退款成功了怎么花呗里还是没有退款只是显示交易成功
8728	0	花呗分期除了手续费还要扣其它费用吗	花呗首次分期可以免手续费吗
8729	0	借呗额度可不可以设置为零	为什么还不给我提借呗额度
8730	0	花呗分期付款之前退货	我之前买了一个包包显示花呗分期付款
8731	0	为什么支付宝里的有笔账单在花呗里也有	我的花呗账单里为什么会出现未出账账单
8732	0	消费***千多了，怎么还没开通借呗	我的借呗怎么没开通，我的各方面条件都符合
8733	0	我的花呗已还清，为啥还扣我钱	花呗已经扣款，商家没收到钱
8734	1	怎么弄花呗二维码收款	如何能花呗收款
8735	0	我现在应该怎么还款，我花呗是花着，我号欠款的，我都不用了，怎么还款	用花呗支付了，怎么还款呀
8736	1	蚂蚁借呗，自动扣款不足，如何手动还款	自己主动还款蚂蚁借呗
8737	0	我的花呗信用分	花呗信用分反弹
8738	0	花呗额度最多是多少	花呗需要多少
8739	0	我花呗不能用，但是刚才用了充话费，怎么还	花呗现在怎么不能交话费和电费了
8740	0	花呗不用利息吧	开通花呗不用有什么费用
8741	0	怎么在花呗里面分期购物	花呗分期购物的花呗额度需要大于物品金额么
8742	1	我怎么才能恢复借呗	我的蚂蚁借呗怎么恢复正常
8743	0	蚂蚁借呗升级为网商贷	借呗升级网商贷是什么意思
8744	0	蚂蚁借呗刚给我开通的怎么用不了	还要怎样用蚂蚁借呗才能用
