id	label	sentence1	sentence2
3109	1	借呗提前还款可以减少利息吗	借呗里面提前还钱是不是少付利息
3110	1	不能使用花呗代付吗	为他人代付可以用花呗么
3111	0	花呗自动还全款有利息吗	花呗自动还款，还要扣手续费
3112	1	我每次用支付宝支付都是通过银行卡扣款，为何还有花呗账单	每次消费完了，都是扣我的银行卡，为什么花呗还让我还款
3113	1	借呗还款是哪天	我的借呗还款日几号
3114	0	什么时候可以开通花呗给我	我之前淘宝账号挂失了，这个号什么时候能开通花呗
3115	0	怎么我没有我的蚂蚁花呗的额度帮我查一下是什么原因	我的花呗为什么没多额度呀
3116	0	用花呗会有利息吗	自动就用了花呗
3117	1	怎么取关闭花呗	我不小心开通了花呗我怎么关闭
3118	1	我的意思是我买票删了订单 花呗钱没有退怎么回事	我酒仙网订单取消了，怎么花呗没有退款
3119	1	花呗全部还清，下次没有消费还会产生费用吗	花呗的钱不用会产生费用吗
3120	1	是不是实用花呗就不能实用购物津贴	使用花呗付款的商品可以使用购物津贴吗
3121	1	借呗钱没到账 但钱显示的已到账	我从借呗上借钱没有到账怎么办
3122	0	借呗显示异常	为什么借呗说操作异常
3123	1	我要取消花呗	我可以打电话取消花呗吗
3124	0	我的花呗被冻结了 什么时候还可以用	这么我的花呗冻结了
3125	1	借呗什么时候系统重新评估为准	蚂蚁借呗系统重新评估需要多久
3126	1	网商贷跟借呗有什么区别	借呗和网上贷区别
3127	1	花呗账号转移到另一个支付宝账号	我想把花呗切换到另一个账号上
3128	1	为什么收到退款后花呗没有变化	花呗退款成功了为什么还款额没有变
3129	0	但是有个花呗没还	正准备还蚂蚁花呗 可是没有立即还款了
3130	0	花呗能不能支付美团外卖	花呗怎么美团外卖都用不了
3131	1	花呗绑定了别人的银行卡	借呗可以绑定非本人银行卡吗
3132	1	我的花呗在另外一个账号里面，我怎么把它，转过来，我这个账号	我想开通花呗，但是好像是以前的手机号码来通过了，现在忘记密码了，想转在现在的账号怎么弄
3133	0	花呗的账单分期，我怎么没有看到	对 我想知道为什么跳到花呗支付
3134	0	借呗每月还多少钱	我目前借呗该还多少
3135	1	借呗怎么会说有风险	借呗 当前操作有风险
3136	1	第三方软件付款失败但是花呗已经扣款	为什么花呗扣款而实际付款失败
3137	1	常用账户没有花呗	没有我的花呗怎么办
3138	1	借呗芝麻信用达到多少会开	我想开通借呗，芝麻信用优秀
3139	1	怎么修改花呗关联的手机号码	花呗更改手机号怎么办
3140	1	借呗关还能在开通吗	借呗关闭能重新开么
3141	0	我花呗额度什么掉了	花呗界面临时额度不见了
3142	0	为啥我的花呗额度被降低了	花呗降低的依据
3143	0	淘宝店怎么关闭花呗	h花呗怎么解冻
3144	0	花呗分期具体规则	花呗账单分期，还款规则
3145	0	説最后一笔可以超过一点点，下一笔就不能用花呗了，对吗	花呗额度用超出了会不会有什么影响
3146	0	花呗还款***	花呗怎么换款
3147	0	花呗收钱提现要手续费吗	花呗提现收不收手续费
3148	1	申请收钱码后，能开通借呗吗	在吗，可以申请蚂蚁借呗吗
3149	0	交易成功退款退到花呗了为什么还要付款	为什么在淘宝里已经支付完成了，在花呗里还要再支付一次
3150	1	可以调花呗还款日期吗	花呗能更改还款日期吗？就是每月几号之前还款的日期
3151	1	我的花呗怎么安全验证不成功	为什么花呗安全验证失败
3152	1	花呗换另外一个支付宝使用	支付宝花呗怎么换账号
3153	1	花呗逾期了还款后什么时候能用	逾期还款之后还能再次使用蚂蚁花呗吗
3154	0	蚂蚁借呗，昨天到还款日忘了还款，今天还款，影响信誉不	收付金额受限，会影响蚂蚁借呗的还款吗
3155	0	我现在急需临时额度	花呗境外临时额度相关问题
3156	1	借呗是不是一定要在当天中午***点还才不算逾期	借呗没有在中午***点前还款算逾期么
3157	0	申请蚂蚁借呗，怎么没给回复	蚂蚁借呗怎么会叫我六个月后再提交申请
3158	0	花呗充错话费怎么退	用花呗充值话费为什么退款了
3159	0	银行卡扣费--显示花呗没有还款	花呗已结清还款，银行卡已显示扣款，为什么花呗显示还没有还
3160	1	我想开通花贝怎么不行	我的花呗怎么还开不了
3161	0	如果借呗没有及时还款怎么办	借呗已还款，怎么还提示没还款
3162	0	花呗为什么商家不能付款	商家支持蚂蚁花呗，为什么付款时就不能用蚂蚁花呗
3163	1	怎么申请开通蚂蚁借呗	怎么才能让我使用借呗
3164	0	借呗最多分几千	蚂蚁借呗最久分多少期还
3165	0	我欠款已经还清了，淘宝上退货的款直接退到花呗，这个款在哪看到	我下午用花呗付款了，但是又退款了，退的钱直接到花呗了吗
3166	0	借呗系统多长时间评估	借呗系统都是什么时候评估的
3167	0	网商贷跟蚂蚁借呗是互斥的吗	为什么我是借呗不是网商贷
3168	1	我上次买东西没有用花呗呀，直接用的我的银行卡的钱，都扣了钱的，为什么你这次又给我扣花呗的钱，***元	我已经扣了银行卡里的钱了，为什么还要重花呗里扣一次
3169	1	一个身份证***个花呗怎样把花呗转到新开的账号	怎么一个名字的花呗转到其他一个支付账号
3170	1	花呗额度为什么下去了	我的花呗额度怎么降低了 怎么回事
3171	0	花呗还最低还款还可以分期吗	假如这个月分了***期还花呗，那下个月还可以继续分期吗
3172	0	我的蚂蚁借呗利息怎么不降息	蚂蚁借呗提前还清利息怎么算
3173	0	花呗***可以透支多少	花呗额度多少才可以买手机
3174	0	为什么使用了花呗付款	花呗为什么支付完一笔，下一笔制度不了
3175	0	开通花呗不用不会不要紧吧	开通花呗不使用它会不会扣钱
3176	1	花呗都没涨过	我的花呗用了七个月了都没涨过
3177	1	我现在可以开通花呗了吗	我注册了帐号现在可以开通花呗吗
3178	0	积分怎么兑换花呗免税	积分兑换借呗***天免息卷
3179	1	能从新开通花呗么	花呗关了能再开嘛
3180	0	开通了花呗 为什么用不了	花呗开通了，，但是用不了
3181	0	借呗逾期还可以用吗	蚂蚁借呗没还完还可以借吗
3182	0	目前处于借呗中，会影响银行贷款吗	借呗会影响信用记录吗
3183	1	我的花呗怎么降了俩千多	为什么突然降低了我的花呗
3184	1	我借呗能不能开通	如何开启借呗
3185	0	我的蚂蚁借呗和来分期怎么没有了	蚂蚁借呗和花呗分期后所需要还的钱是不是来分期里面的欠款
3186	0	我什么时候用的花呗能查吗	花呗什么时候能到牫账上
3187	0	为什么暂时不能用花呗	为什么我的花呗额度不能用
3188	0	我在花呗还款日之前申请分期，会影响我的信用吗	分期会影响花呗正常使用么
3189	0	我还花呗的金额和服务提醒的金额不相同	花呗上面负的金额还不还
3190	0	我的花呗为什么这么久都开不了	为什么花呗开不成
3191	0	花呗的钱能不能提到微信零钱里	花呗的钱可以提到微信钱包里吗
3192	1	怎么不能花呗支付了	为何不能使用花呗购物了
3193	0	花呗最晚几天还	花呗今天还款最晚几点之前还
3194	0	银行卡里的钱够还花呗的，怎么提示余额不足	用花呗付款显示余额不足怎么办
3195	0	花呗还不上能不罚息吗	还回去的花呗还能回来吗
3196	1	花呗还款额度未恢复	蚂蚁借呗款都还清了，怎么还不恢复额度呀
3197	0	余额宝还款借呗是否要用提现额度	借呗显示无可用额度，存入分期还可以提现吗
3198	1	怎么查询花呗还有多少钱要还	怎么查询剩余花呗分几期
3199	1	经常花呗分期有什么影响	花呗分期还会对芝麻分有影响吗
3200	0	我能申请临时额度么	临时额度是什么意思
3201	0	为什么我的花呗用不了啦	花呗为什么被冻结不能使用
3202	1	刚才不小心把花呗降低了	现在又把我花呗给降额度
3203	1	花呗退款以后为什么还款金额没变	淘宝已经退款了为什么花呗还有
3204	0	怎么主动申请借呗	你帮我申请一下我要开借呗
3205	0	借呗如何设置储蓄卡自动还款	怎么解除蚂蚁借呗自动还款
3206	1	花呗可以迟一个星期还吗	花呗可以延期几天还吗
3207	0	花呗钱不够了怎么办分期	我现在用花呗买电瓶车，额度不够怎么办
3208	0	请帮我 关闭 花呗	我把花呗开了，要怎么关闭
3209	1	需要花呗免息劵	领取***期花呗免息券
3210	0	好账户就可以使用花呗	可以换个支付宝使用花呗吗
3211	0	收钱吗，收到花呗钱多久到账	花呗收到的款是即时到账的吗
3212	0	去饭店吃饭可以用花呗吗	花呗可以在小卖部卖烟吗
3213	0	我的借呗怎么开不了	借呗为何用不了了
3214	1	花呗分期需要短信验证码吗	花呗付款需要短信验证码吗
3215	0	开通借呗一定要绑银行卡吗	绑定银行卡就可以用花呗了
3216	1	我没有开通花吹，怎么有一个还花呗提示	花呗我都没开通怎么还给我发信息叫我还款***多块钱
3217	1	申请退款，花呗收手续费吗	花呗退款后还收手续费吗
3218	1	借呗之有的，现在怎么没了	借呗怎么一下没额度了
3219	0	我的九月份的花呗账单已经还，为什么系统还在提示我还款	我的蚂蚁花呗有预期了可是我已经还完了可是为什么还是用不了
3220	0	如何进行花呗分期还款	花呗分期一次性提前还
3221	1	为什么没有找到花呗支付	我的怎么没有蚂蚁花呗
3222	0	商品支持花呗但是我这边显示不能用	为什么商家已经打开信用卡与花呗支付 我还是不能用花呗
3223	0	我想查看我的花呗消费记录	我以查看过了花呗上的钱我一份都没有消费过
3224	1	以前的花呗关闭后可以用其他账号开通吗	开通花呗的账号注销 现在这个账号能开通吗
3225	1	有人工客服么	请联系人工客服为我解答
3226	1	密付 一方可以用花呗吗	我可不可以用我的花呗为朋友密付
3227	0	花呗已还完款怎么删除记录	这么查不到花呗的还款记录
3228	1	花呗邀请别人还款能取消吗	还花呗款后能关闭此功能吗
3229	1	怎么花呗额度调不到	为什么我的花呗额度一直不能提高
3230	1	前几天我有个退款，显示退了，可是花呗并没有减少	我用花呗买的东西退款了，为什么还是显示我要还
3231	1	怎么样才能提升蚂蚁借呗	借呗提额怎么提额
3232	0	借呗问怎么用	怎么能不再使用蚂蚁借呗
3233	0	借呗和网商贷款有什么区别	网商贷书借呗吗
3234	0	为什么新开的支付宝，花呗没有，余额宝无收益	花呗没还清余额宝是没有收益的吗
3235	0	我想知道一下我花呗原先的额度	我想知道我的花呗额度是现在的额度吗还是有涨
3236	1	我的花呗一点开就是系统繁忙怎么回事	为什么一进去就是花呗就是系统繁忙
3237	1	花呗临时额度可以分期付款不	花呗临时额度消费的话可以分期么
3238	0	我在淘宝买东西怎么不能用花呗	是不是不管在哪种场合消费都要满六百才能使用花呗
3239	0	我那么没有蚂蚁借呗	我的借呗怎没有了
3240	1	花呗咋提起还款	花呗可不可以提前还贷
3241	0	花呗的总额度是多少	花呗开通要多少信用额
3242	1	我购买的是信用卡付款为什么会花呗叫我还款	花呗账单里的东西，我已经付过款了，为什么花呗还要我还款
3243	0	为啥我的花呗不能支付单车押金	为什么现在蚂蚁花呗不能付摩拜单车的押金
3244	1	为什么蚂蚁借呗放款成功，而工商银行卡未到账	蚂蚁借呗放款为什么还没到账
3245	1	我这个账户开通花呗没有	我有开通花呗吗？帮我查一下
3246	0	花呗***抽奖我抽到什么了？再哪看	刚刚花***抽的花呗钱包 在哪里看
3247	1	借呗可以帮我时间延长吗	借呗到期可以延长时间吗
3248	1	蚂蚁借呗为什么只能选***个月	我的借呗还款周期只有***个月
3249	1	电费花呗怎么没发交	为什么交电费不支持花呗付了
3250	1	为什么我的花呗收款现在提示不符合开通申请了	为什么我申请花呗收钱，提示账户暂不符合要求？什么意思
3251	1	我花呗有额度 分期怎么不行	为什么我申请不了花呗分期付款
3252	1	我前几天天把花呗都还清了，怎么今天又让我还***，我不明白	花呗还完款了，怎么还让还款
3253	0	我得了双十一花呗免单券	抢的双十一手机***期免息券怎么用
3254	1	芝麻分多少可以开通蚂蚁花呗	芝麻信用多少分？才可以用蚂蚁花呗
3255	1	借呗预留电话修改	蚂蚁借呗修改资料
3256	1	支付宝花呗限额多少	花呗最多能花多少钱
3257	1	我的花呗怎么那么少的***快	我的花呗这个月怎么这么少只有五十
3258	0	花呗收钱怎么打不开	花呗怎么打开不了
3259	1	借呗还完为什么还说有负面记录未处理	借呗还款了为什么负面记录还提醒
3260	0	借呗 不是有两种借钱方式吗	是蚂蚁借呗
3261	0	花呗最多支付***是什么原因	为什么花呗收款一次最多收***
3262	1	借呗还款逾期的话在哪里可以看到记录	借呗还款记录在哪看
3263	1	能用余额宝还蚂蚁借呗吗	余额宝上的钱可以还蚂蚁借呗上的钱吗
3264	0	请联系人工客服为我解答	找个人工客服
3265	0	一个身份证办了两个花呗怎么办	身份证下的另一个账号花呗关了，为什么还有显示
3266	1	花呗什么时候能用了	多久能用花呗
3267	1	花呗切换账号	花呗切换到另一个账号上
3268	1	逾期再还款还能使用花呗吗	现在把逾期钱还了，还能继续使用花呗吗
3269	0	蚂蚁借呗不是可以分***期还嘛	我的借呗怎么之前可以分***期后面只能***期
3270	1	商家如何开通信用卡及花呗收款	收钱码怎么开通信用卡，花呗支付
3271	1	花呗手机号码能更换吗	可以修改另一个手机号码吗。。就是花呗的
3272	1	申请蚂蚁蚂蚁借呗	怎么能获得主动申请借呗
3273	1	手机没有看到花呗提前还清	花呗下面怎么没有提前还款，没看到
3274	0	我的借呗，欠款吗	借呗全额全款
3275	1	绑定的信用卡，可以自动还款给花呗吗	花呗绑定信用卡的，信用卡还款了不是花呗也自动还款了
3276	1	我的有借呗入口为什么没有额度	我怎么看不到借呗额度设置了
3277	1	为什么我要开通信用卡和花呗收款，显示我不符合条件	我的账户不符合开通花呗和信用卡收款的条件是怎么回事
3278	0	能否将借呗的额度提升至***万	借呗一次性还清能提升额度吗
3279	0	蚂蚁借呗有上证吗	借呗一天借钱有限额吗
3280	1	蚂蚁借呗怎分期	借呗现在还能分期了么
3281	1	开通了花呗，但一直没使用，还能产生费用吗	如果后续没用花呗，会产生什么费用吗
3282	0	我的花呗可以帮到这个淘宝号上吗	花呗不能在淘宝上用吗
3283	1	蚂蚁借呗提前结清	蚂蚁借呗可以一次性提前还钱吗
3284	1	花呗的消费限制	我的蚂蚁花呗支付额度有限制吗
3285	0	末还需要还花呗的吗	我刚刚还了花呗的钱
3286	0	借呗服务密码忘记怎么办	忘记花呗登录账号和密码怎么办
3287	1	为什么我的蚂蚁借呗搞不了	蚂蚁借呗怎么无法借款
3288	0	借呗可以分期吗	借呗是一次性还还是分期还
3289	1	如何查我应该什么时候还花呗的钱	花呗的主动还款怎么查
3290	1	我的花呗和我的手机号不符，怎么办	蚂蚁花呗和绑定的手机号不一样怎么办
3291	0	一个手机号可以绑定两个花呗吗	一个花呗账号绑定几个人的手机号
3292	1	我逾期还款已还还能用花呗吗	花呗逾期后还款了，用额已经冻结，以后是否可以正常使用花呗
3293	1	借呗到了还款日分期还款***点怎么还没有扣	为什么借呗今天到期还没扣款
3294	0	我的借呗余额为什么不增加	我想查下我借呗的额度
3295	1	关闭花呗后怎么再开通	请再次开通我的花呗
3296	1	为什么我的花呗怎么用不了	我的支付宝账户正常，为什么花呗不能用
3297	0	支付宝花呗无法继续使用	我在淘宝买东西，商家支持花呗付款
3298	1	我的支付宝显示我的另一个支付宝有花呗 而这个账号未开通	开通花呗显示另一个账户开通
3299	0	借呗还清了，为什么不得网商贷	升级网商贷借呗为什么用不了
3300	0	怎么看本月借呗还款记录	这么看借呗还款记录
3301	1	付尾款怎么使用花呗	我要用花呗支付，怎么操作
3302	0	我的花呗！怎么不能用	我现在可以用花呗不
3303	1	花呗小号开通了，能不能注销，用这个主号开通花呗	花呗不小心开通了，可以取消嘛
3304	1	开通花呗不使用需要缴费吗	如果我开通花呗，确一直没有使用，会扣费用吗
3305	1	蚂蚁借呗还款最多可以延迟几天	蚂蚁借呗还款可以推迟点吗
3306	1	为什么我的借呗已经还款，怎么不显示	借呗还款后 为什么不显示了
3307	1	蚂蚁花呗，我怎么用不了啦	帮我查一下花呗为什么用不了
3308	1	我这不显示花呗	我花呗不显示了，先关注了
3309	1	蚂蚁借呗有啥条件	需要什么条件才能申请蚂蚁借呗
3310	1	蚂蚁花呗能不能代还	花呗还款能好友还吗
3311	0	蚂蚁借呗借的钱怎么还没到	我的借呗怎么借不出来钱
3312	1	花呗微贷逾期后还能使用花呗吗	花呗逾期 还清可以继续使用吗
3313	1	借呗是多长时间评估一次	蚂蚁借呗，多久一次系统评估
3314	1	什么时候能恢复蚂蚁借呗额度	还清借呗后什么时候能回复额度
3315	1	花呗周期是每月几号到下月几号	花呗几号算下下个月
3316	0	我的花呗为什么每个月都要扣除	为什么我的花呗总是莫名的多扣钱
3317	1	我可以开通蚂蚁借呗么	蚂蚁借呗条件我都符合，为什么不可以
3318	1	为什么我不能借呗了	蚂蚁借呗不能用
3319	0	我都买东西了用的花呗 怎么还进去	我刚才买东西就用的花呗
3320	1	花呗填院校没有自己的学校怎么填	花呗学校没有军校
3321	1	今天开通花呗，怎么关闭	花呗开通后，怎么关闭
3322	0	为什么商家支持花呗，我支付不了，我花呗额度满，想买个手机	就是为什么，我花呗蚂蚁花呗里面找不到分期付款，这个选项呀
3323	1	借呗怎么只能最多分期***个月了	蚂蚁借呗只能选择***个月的期限
3324	0	花呗订单 退款后 怎么还计算	我之前的花呗都还完了 怎么还出现花呗账单
3325	0	蚂蚁借呗提前还款会导致借呗的关爱么	为什么我的借呗提前还款会扣手续费
3326	1	没邦定银行卡怎么去还花呗	花呗还款只能用绑定的银行卡还吗
3327	0	花呗里面额度用完了，还可以刷吗	我解绑了花呗还能在用吗
3328	0	花呗还款后***天了还是不可以使用	花呗钱还了为什么还是不能用
3329	0	蚂蚁借呗到期当天***点还款吗	借呗还款日包括还款当天吗
3330	0	花呗可以透支分期吗	花呗额度还有***元可以透支消费吗
3331	1	花呗被降低	花呗降低了***
3332	1	哪些范围能使用花呗	花呗都能支付哪些
3333	0	借呗还款到账	借呗怎么解除等额还款
3334	1	以前借呗可以选择***个月的，现在为什么不能选择***个月了	为什么借呗现在只能最多分六个月还
3335	1	替别人代付款可以使用花呗吗	朋友代付款能用花呗吗
3336	0	蚂蚁借呗不满足条件是什么原因	不是说我已经满足开通借呗的条件了吗
3337	0	花呗和蚂蚁借呗还款是互通的	是不是花呗没有还款。借呗不能用了
3338	0	我的花呗怎么降低额度了	我得花呗怎么降额度了
3339	0	完善蚂蚁借呗信息	如何删掉蚂蚁借呗的个人信息
3340	0	借呗跟网商贷一样吗	蚂蚁借呗和网商贷的费率一样吗
3341	0	蚂蚁借呗怎么取消身份证绑定	蚂蚁借呗能不能取消实名认证
3342	1	花呗需要芝麻信用多少	芝麻分多少才有花呗
3343	0	打车能用花呗嘛	花呗叫快车
3344	0	我这个商家收花呗，收款，我现在关了，开不开了，过了开不开了	商家开通花呗支付买家却不能付款
3345	0	我的借呗逾期一天对信用会有影响吗	我由于特殊原因，蚂蚁借呗逾期两天。会影响信用吗
3346	0	花呗可用金额怎么降低了	蚂蚁花呗金额如何调低
3347	1	我可以更改下花呗还款时间么	花呗能否修改还款时间
3348	1	怎么知道自己是否开通蚂蚁花呗	我问你我是不是开通蚂蚁花呗了
3349	0	花呗晚还账一天	花呗还款说明
3350	0	花呗为什么还可以透支的	我信用积分***分，为什么花呗只能透支***
3351	1	卖家花呗服务怎么关闭	怎么样关闭花呗的使用
3352	1	我如果不用借呗什样关闭	把我的借呗关闭吧
3353	1	蚂蚁借呗可以更改还款日期嘛	怎么改借呗还款日
3354	1	蚂蚁借呗钱已经借出，为什么银行还没有收到钱	我昨晚***点左右在借呗里面提出***万元到银行卡，账单显示已经到账，但是我的银行账户并没有收到钱，这是怎么回事
3355	0	商家开通花呗了	商家开通了花呗 却不能选择花呗付款
3356	0	没有绑定银行卡可不可以用花呗	和花呗绑定的银行卡丢了怎么办，那还款怎么办从新绑定银行卡可以吗
3357	1	可以用花呗付吗	不能花呗支付吗
3358	0	如果我把花呗全还清，花呗会恢复额度吗	花呗恢复额度多久才能恢复
3359	1	我蚂蚁借呗如果拖一天后再还，会有什么后果	借呗如果不还，有什么后果
3360	0	花呗可以付宾馆吗	花呗可以支付网上订票吗
3361	1	花呗如何实名	如何实名制认证花呗
3362	1	蚂蚁借呗还分期怎么还	蚂蚁借呗都可以怎么还款
3363	0	蚂蚁借呗提前还款会不会关闭额度	借呗提前两天还款会不会被关
3364	1	花呗上面的订单怎么取消	花呗pass租机定单怎样取消
3365	1	蚂蚁借呗只能分六个月还款	蚂蚁借呗为什么只有一个期数
3366	0	花呗的手机号，和支付宝的不是一个手机号	我原来的支付宝账号不用了，改了现在的支付宝账号，但是用不了花呗了？是怎么回事
3367	0	花呗 当天还欠款有利息吗	花呗一个月内还要利息吗
3368	0	怎么降借呗额度	借呗为什么额度会降低
3369	0	为什么花呗退款了还款额没有变	显示退款成功了，为什么花呗的还款金额没变
3370	0	双十二花呗有临时额度嘛	花呗额度小了想临时提高可以吗
3371	1	借呗从新评估需要多久	借呗不能用了，系统评估要多久
3372	1	花呗分期后能不能再次分期	花呗可以多次申请分期吗
3373	0	我都已经实名了，只有两个支付宝，但是第一个没开通支付宝花呗	这个账号我已经用了两年多了，今天刚刚注销了有花呗的账号，我现在这个账号什么时候有审核机会
3374	1	借呗还款完了额度还一直恢复不了	蚂蚁借呗额度什么时候能恢复
3375	0	花呗，我修改错了，就是设这金额	我想修改我的花呗金额咋整
3376	1	比如我***号刷花呗，要到下个月的***号还款吗	这个月过了九号用花呗是到下个月还还是下下个月
3377	0	花呗分期付款会影响芝麻分的提升吗	***号再还款花呗，会影响芝麻分评定吗
3378	0	怎么不能使用花呗	蚂蚁花呗还不能使用
3379	0	花呗分期付款六个月可以不	花呗分期还没还完还可以了在分期吗
3380	0	我在中华会计网校买的课，用花呗三支付	是的，我已经关闭花呗了
3381	1	借呗分期可以提前一次性还完	花呗分期还款可以一次性还清
3382	1	花呗 没有学历怎么搞	花呗提升额度需要学历我没有学历怎么办
3383	1	网商贷能换借呗吗	网商贷可以换借呗
3384	1	怎样把花呗转到另一个账户	如何把另一个支付宝的花呗额度转回常用账号
3385	1	花呗刚还的钱，怎么不显示	花呗不显示换款怎么办
3386	0	我好像关闭过花呗了，怎么付款是花呗付款，没有其他设置	我手机已经操作，关闭了，但是我永久的不是花呗付款
3387	1	花呗可以延时还款吗	花呗延期还款
3388	0	借呗弟一次开有多少钱可以借	借呗多少蚂蚁分才借钱
3389	1	我的花呗额度怎么不能用了	为什么我花呗无法使用了
3390	0	花呗到了***号自己会还款	花呗还款***号前含当天
3391	1	借呗还完了 显示未还	蚂蚁借呗 还款了 为啥还说没还款
3392	1	花呗分期提起还款	怎么提前还清分期过后的花呗
3393	1	花呗还款日期可以变更吗	花呗账单更改还款日
3394	1	蚂蚁花呗无法使用了	我蚂蚁花呗无法使用
3395	0	但是花呗是其他账户的，不是这个账户的	不是转花呗
3396	0	我的花呗为什么看不了额度	买家用花呗分期 在我店里买了***元的
3397	1	问我的花呗怎么还不能使用	我的花呗 为什么用不了了
3398	0	正常又不能用，那花呗用来做什么	为什么我去刷花呗的时候是用不了
3399	0	蚂蚁借呗分期到期还能分吗	我的蚂蚁借呗为什么只能分***期，而不是***期
3400	1	号码已更换，但花呗还是提示要登陆以前的号码	我的花呗，还是显示以前的号码，怎么办
3401	1	花呗还了最底还款还会影响蚂蚁信用吗	我花呗还款最低还款额会影响信誉度嘛
3402	0	我的借呗逾期过一次 因为不是自动还的逾期了俩天 现在蚂蚁借呗不能用了 能再次开通吗	蚂蚁借呗玩了一天还款算逾期吗
3403	0	蚂蚁借呗系统一般大概多久评估	第二次借呗评估一般多久
3404	1	帮查一下支付宝还款花呗明细	如何查看花呗分期后几个月还款明细
3405	1	借呗贷款证明没有电子印章	为什么开具的蚂蚁借呗贷款证明是没有盖章的
3406	0	我想继续使用借呗借款	就想用借呗
3407	0	我想我蚂蚁借呗的钱花在哪里啦	从哪里有蚂蚁借呗入口
3408	1	花呗贷款自动扣费吗	花呗会主动扣款吗
3409	1	花呗逾期两个月	我花呗逾期
3410	1	如何领取花呗临时额度	花呗可以申请临时额度吗
3411	1	花呗到店支付有额度限制吗	花呗支付还限制了额度吗
3412	0	怎样还借贝	分期借呗怎么还款
3413	0	我是蚂蚁花呗兑换的流量	蚂蚁花呗兑换流量
3414	0	蚂蚁借呗提升起来的额度还会降低么	为什么会减少我的蚂蚁借呗额度
3415	0	我问客服了	请联系人工客服为我解答
3416	0	花呗逾期还款后能继续使用吗	花呗逾期还清后什么时候能使用
3417	1	我花呗支付不了	我的花呗怎么用不了
3418	1	我的花呗收款通过审核了，但是为什么还是不能收款	我开通花呗收款现在怎么不能用了
3419	1	花呗，可以提额	帮我提一下花呗可以吗
3420	1	借呗还款后，能不能再次借钱	提前还清蚂蚁借呗还能再次借款吗
3421	1	我花呗明明还了为什么还要差钱	你们把我花呗扣了为什么还要我还
3422	1	花呗可否自动还款	花呗次月***日，可以自动还款吗
3423	1	我的花呗显示退款成功了为什么没入账	我***月***日的一笔退款显示退回，但是没有在花呗入账，账单不对
3424	0	没有银行卡，怎么还花呗	***日退款到花呗.没有进入银行卡里
3425	0	借呗分期***个月可以改为***个月吗	借呗最长还款不是***月吗，现在怎么才***个月
3426	1	為什麼我的 蚂蚁借呗不见了	为什么我的支付宝的借呗已经不见了
3427	0	怎么样可以提高蚂蚁借呗额度	怎么增加活跃度快去开通蚂蚁借呗
3428	1	为什么花呗退款怎么没有看到钱	花呗退款成功，担是没看到钱挣加
3429	1	为什么借呗不能借钱了	为什么我的蚂蚁借呗不能用
3430	0	花呗还款是无息的吗	花呗还款直接从卡里扣是嘛
3431	1	花呗里的安全认证不成功是怎么回事	花呗安全认证没有通过是什么意思
3432	0	怎么把花呗额度调低	花呗额度调低后
3433	1	我提前还款了 银行卡也扣款了 但是蚂蚁借呗那显示未还	已经从银行卡扣款，为什么借呗还没到帐
3434	0	为什么我花呗可用额度为负***	我提前还款为什么花呗可用额度没有变
3435	0	花呗买东西怎么分期付款	蚂蚁花呗怎么取消分期付款
3436	1	我不是***号还借呗怎么***号自动给我还了***	为什么自动给我还借呗了
3437	0	我借呗的额度什么时候恢复	我的借呗额度怎么可以恢复
3438	1	花呗显示是以前手机号，改不了现在手机号。怎么才能改现在手机号	我改手机号花呗的怎么改不了
3439	0	花呗可以使用在淘宝之外的消费吗	花呗可以在淘宝用吗
3440	1	怎么关闭借呗系统	页面上的蚂蚁借呗怎么关闭
3441	1	已经使用了电影票花呗还么有显示出账	我怎么退款了，还有花呗呀，电影票
3442	0	蚂蚁借呗会影响个人贷款信用问题吗	蚂蚁借呗是否影响信用
3443	1	我的哈喽单车押金没有退到花呗里	我用花呗付的单车押金 退了押金怎么没看到了
3444	1	美团可以使用花呗嘛	花呗可以订美团外卖吗
3445	1	花贝怎么绑定不了	他不能绑定花呗吗
3446	1	我在小米商城买了东西，已经退款了，花呗的的钱怎么还没回来	已经退款了 花呗怎么还欠款
3447	1	花呗最大信用额多少	花呗最高额度是多少
3448	0	花呗预留电话号码是以前的，想改现在的手机号码	怎么更改借呗预留手机号
3449	0	怎么更改花呗自动还款银行卡	花呗可以更换自动还款的银行卡吗
3450	0	花呗人脸识别如何	花呗验证必须是人脸识别吗
3451	0	花呗积分兑换的虾米音乐会员在哪里查看	哪里有积分兑换的花呗免费分期券
3452	0	花呗***号到期***号还算不算逾期	花呗还最低算逾期
3453	0	花呗退款退回额度是否还需还款	花呗里的钱不取是否能还花呗的款
3454	0	支付宝支持花呗付款的码 用什么来制作	怎样选择支持花呗付款的商家
3455	0	我蚂蚁借呗还款日，已经到了，但是银行卡里有钱，但是这个余额宝里没有转不过去	我的意思是蚂蚁借呗今天是还款日，没有自动扣款
3456	1	我花呗预期***天	我花呗逾期了
3457	0	借呗什么到帐	借呗什么下崴
3458	0	花呗额度五百可以分期付款吗	花呗分期付款退款需要付手续费吗
3459	1	花呗找朋友还	找朋友帮还花呗怎么操作
3460	0	蚂蚁借呗只能分为***个月了吗	蚂蚁借呗为什么现在只能借***个月了，之前不是可以借一年的吗
3461	0	怎么借呗款一天还没到账	我在借呗借的钱还没有到账
3462	1	如何绑定花呗到淘宝	如何将花呗绑定淘宝账号
